GENUS	SPECIES
Alginatibacterium	
Algiphilus	aromaticivorans
Algiphilus	
Algisphaera	agarilytica
Algisphaera	
Algitalea	ulvae
Algitalea	
Algoriella	xinjiangensis
Algoriella	
Algorimarina	
Algoriphagus	aestuarii
Algoriphagus	aestuariicola
Algoriphagus	alkaliphilus
Algoriphagus	antarcticus
Algoriphagus	aquaeductus
Algoriphagus	aquaemixtae
Algoriphagus	aquatilis
Algoriphagus	aquimarinus
Algoriphagus	boritolerans
Algoriphagus	boseongensis
Algoriphagus	chordae
Algoriphagus	chungangensis
Algoriphagus	confluentis
Algoriphagus	faecimaris
Algoriphagus	halophilus
Algoriphagus	hitonicola
Algoriphagus	iocasae
Algoriphagus	jejuensis
Algoriphagus	litorisediminis
Algoriphagus	locisalis
Algoriphagus	lutimaris
Algoriphagus	machipongonensis
Algoriphagus	mannitolivorans
Algoriphagus	marincola
Algoriphagus	marinus
Algoriphagus	marisflavi
Algoriphagus	namhaensis
Algoriphagus	olei
Algoriphagus	ornithinivorans
Algoriphagus	ratkowskyi
Algoriphagus	resistens
Algoriphagus	roseus
Algoriphagus	taeanensis
Algoriphagus	taiwanensis
Algoriphagus	terrigena
Algoriphagus	trabzonensis
Algoriphagus	vanfongensis
Algoriphagus	winogradskyi
Algoriphagus	yeomjeoni
Algoriphagus	zhangzhouensis
Algoriphagus	
Aliagarivorans	marinus
Aliagarivorans	taiwanensis
Aliagarivorans	
Alicycliphilus	denitrificans
Alicycliphilus	
Alicyclobacillus	acidiphilus
Alicyclobacillus	acidocaldarius
Alicyclobacillus	acidocaldarius
Alicyclobacillus	acidocaldarius
Alicyclobacillus	acidoterrestris
Alicyclobacillus	aeris
Alicyclobacillus	cellulosilyticus
Alicyclobacillus	consociatus
Alicyclobacillus	contaminans
Alicyclobacillus	cycloheptanicus
Alicyclobacillus	dauci
Alicyclobacillus	disulfidooxidans
Alicyclobacillus	fastidiosus
Alicyclobacillus	ferrooxydans
Alicyclobacillus	fodiniaquatilis
Alicyclobacillus	herbarius
Alicyclobacillus	hesperidum
Alicyclobacillus	kakegawensis
Alicyclobacillus	macrosporangiidus
Alicyclobacillus	montanus
Alicyclobacillus	pohliae
Alicyclobacillus	pomorum
Alicyclobacillus	sacchari
Alicyclobacillus	sendaiensis
Alicyclobacillus	shizuokensis
Alicyclobacillus	tengchongensis
Alicyclobacillus	tolerans
Alicyclobacillus	vulcanalis
Alicyclobacillus	
Aliibacillus	thermotolerans
Aliibacillus	
Aliicoccus	persicus
Aliicoccus	
Aliidiomarina	celeris
Aliidiomarina	haloalkalitolerans
Aliidiomarina	iranensis
Aliidiomarina	maris
Aliidiomarina	minuta
Aliidiomarina	sanyensis
Aliidiomarina	sedimenti
Aliidiomarina	shirensis
Aliidiomarina	soli
Aliidiomarina	taiwanensis
Aliidiomarina	
Aliidongia	dinghuensis
Aliidongia	
Aliifodinibius	halophilus
Aliifodinibius	roseus
Aliifodinibius	salicampi
Aliifodinibius	sediminis
Aliifodinibius	
Aliiglaciecola	aliphaticivorans
Aliiglaciecola	lipolytica
Aliiglaciecola	litoralis
Aliiglaciecola	
Aliihoeflea	
Aliikangiella	marina
Aliikangiella	
Aliinostoc	morphoplasticum
Aliinostoc	
Aliiroseovarius	crassostreae
Aliiroseovarius	halocynthiae
Aliiroseovarius	pelagivivens
Aliiroseovarius	sediminilitoris
Aliiroseovarius	zhejiangensis
Aliiroseovarius	
Aliivibrio	finisterrensis
Aliivibrio	fischeri
Aliivibrio	logei
Aliivibrio	salmonicida
Aliivibrio	sifiae
Aliivibrio	wodanis
Aliivibrio	
Alishewanella	aestuarii
Alishewanella	agri
Alishewanella	alkalitolerans
Alishewanella	fetalis
Alishewanella	jeotgali
Alishewanella	solinquinati
Alishewanella	tabrizica
Alishewanella	
Alistipes	finegoldii
Alistipes	ihumii
Alistipes	indistinctus
Alistipes	inops
Alistipes	onderdonkii
Alistipes	putredinis
Alistipes	shahii
Alistipes	timonensis
Alistipes	
Aliterella	antarctica
Aliterella	atlantica
Aliterella	
Alkalibacillus	almallahensis
Alkalibacillus	filiformis
Alkalibacillus	flavidus
Alkalibacillus	haloalkaliphilus
Alkalibacillus	halophilus
Alkalibacillus	salilacus
Alkalibacillus	silvisoli
Alkalibacillus	
Alkalibacter	ferment
Alkalibacter	saccharofermentans
Alkalibacter	
Alkalibacterium	gilvum
Alkalibacterium	iburiense
Alkalibacterium	indicireducens
Alkalibacterium	kapii
Alkalibacterium	pelagium
Alkalibacterium	psychrotolerans
Alkalibacterium	putridalgicola
Alkalibacterium	subtropicum
Alkalibacterium	thalassium
Alkalibacterium	
Alkalibaculum	bacchi
Alkalibaculum	
Alkalicoccus	halolimnae
Alkalicoccus	saliphilus
Alkalicoccus	
Alkaliflexus	imshenetskii
Alkaliflexus	
Alkalilactibacillus	ikkensis
Alkalilactibacillus	
Alkalilacustris	brevis
Alkalilacustris	
Alkalilimnicola	ehrlichii
Alkalilimnicola	
Alkalimarinus	sediminis
Alkalimarinus	
Alkalimicrobium	pacificum
Alkalimicrobium	
Alkalimonas	amylolytica
Alkalimonas	collagenimarina
Alkalimonas	delamerensis
Alkalimonas	
Alkalinema	pantanalense
Alkalinema	
Alkaliphilus	crotonatoxidans
Alkaliphilus	halophilus
Alkaliphilus	hydrothermalis
Alkaliphilus	namsaraevii
Alkaliphilus	oremlandii
Alkaliphilus	peptidifermentans
Alkaliphilus	peptidofermentans
Alkaliphilus	transvaalensis
Alkaliphilus	
Alkalispirillum	mobile
Alkalispirillum	
Alkalispirochaeta	alkalica
Alkalispirochaeta	americana
Alkalispirochaeta	cellulosivorans
Alkalispirochaeta	odontotermitis
Alkalispirochaeta	sphaeroplastigenens
Alkalispirochaeta	
Alkalitalea	saponilacus
Alkalitalea	
Alkanibacter	difficilis
Alkanibacter	
Alkanindiges	hongkongensis
Alkanindiges	illinoisensis
Alkanindiges	
Allisonella	histaminiformans
Allisonella	
Alloactinosynnema	album
Alloactinosynnema	iranicum
Alloactinosynnema	
Allobacillus	halotolerans
Allobacillus	
Allobaculum	stercoricanis
Allobaculum	
Allobeggiatoa	
Allobranchiibius	huperziae
Allobranchiibius	
Allocatelliglobosispora	scoriae
Allocatelliglobosispora	
Allochromatium	humboldtianum
Allochromatium	minutissimum
Allochromatium	phaeobacterium
Allochromatium	renukae
Allochromatium	vinosum
Allochromatium	warmingii
Allochromatium	
Allofrancisella	frigidaquae
Allofrancisella	guangzhouensis
Allofrancisella	inopinata
Allofrancisella	
Allofustis	seminis
Allofustis	
Allohahella	antarctica
Allohahella	marinimesophila
Allohahella	
Allohumibacter	endophyticus
Allohumibacter	
Alloiococcus	otitis
Alloiococcus	
Allokutzneria	albata
Allokutzneria	multivorans
Allokutzneria	oryzae
Allokutzneria	
Allomonas	enterica
Allomonas	
Allonocardiopsis	opalescens
Allonocardiopsis	
Alloprevotella	rava
Alloprevotella	tannerae
Alloprevotella	
Allorhizobium	borbori
Allorhizobium	oryzae
Allorhizobium	pseudoryzae
Allorhizobium	undicola
Allorhizobium	vitis
Allorhizobium	
Allorhizocola	rhizosphaerae
Allorhizocola	
Allosalinactinospora	lopnorensis
Allosalinactinospora	
Alloscardovia	criceti
Alloscardovia	macacae
Alloscardovia	omnicolens
Alloscardovia	venturai
Alloscardovia	
Allostreptomyces	psammosilenae
Allostreptomyces	
Alpinimonas	psychrophila
Alpinimonas	
Alsobacter	metallidurans
Alsobacter	soli
Alsobacter	
Altererythrobacter	aerius
Altererythrobacter	aerophilus
Altererythrobacter	aestiaquae
Altererythrobacter	aestuarii
Altererythrobacter	amylolyticus
Altererythrobacter	aquaemixtae
Altererythrobacter	aquiaggeris
Altererythrobacter	atlanticus
Altererythrobacter	aurantiacus
Altererythrobacter	buctense
Altererythrobacter	buctensis
Altererythrobacter	confluentis
Altererythrobacter	deserti
Altererythrobacter	dongtanensis
Altererythrobacter	endophyticus
Altererythrobacter	epoxidivorans
Altererythrobacter	flavus
Altererythrobacter	fulvus
Altererythrobacter	gangjinensis
Altererythrobacter	halimionae
Altererythrobacter	indicus
Altererythrobacter	insulae
Altererythrobacter	ishigakiensis
Altererythrobacter	lauratis
Altererythrobacter	luteolus
Altererythrobacter	lutipelagi
Altererythrobacter	mangrovi
Altererythrobacter	marensis
Altererythrobacter	marinus
Altererythrobacter	maritimus
Altererythrobacter	namhicola
Altererythrobacter	oceanensis
Altererythrobacter	palmitatis
Altererythrobacter	rigui
Altererythrobacter	salegens
Altererythrobacter	sediminis
Altererythrobacter	soli
Altererythrobacter	troitsensis
Altererythrobacter	xiamenensis
Altererythrobacter	xinjiangensis
Altererythrobacter	xixiisoli
Altererythrobacter	
Alteribacillus	alkaliphilus
Alteribacillus	bidgolensis
Alteribacillus	iranensis
Alteribacillus	persepolensis
Alteribacillus	
Alterococcus	agarolyticus
Alterococcus	
Alteromonas	addita
Alteromonas	aestuariivivens
Alteromonas	alba
Alteromonas	atlantica
Alteromonas	aurantia
Alteromonas	australica
Alteromonas	carrageenovora
Alteromonas	citrea
Alteromonas	colwelliana
Alteromonas	communis
Alteromonas	confluentis
Alteromonas	denitrificans
Alteromonas	distincta
Alteromonas	elyakovii
Alteromonas	elykovii
Alteromonas	espejiana
Alteromonas	fuliginea
Alteromonas	genovensis
Alteromonas	gracilis
Alteromonas	halophila
Alteromonas	haloplanktis
Alteromonas	hanedai
Alteromonas	hispanica
Alteromonas	indica
Alteromonas	lipolytica
Alteromonas	litorea
Alteromonas	luteoviolacea
Alteromonas	macleodii
Alteromonas	marina
Alteromonas	mediterranea
Alteromonas	naphthalenivorans
Alteromonas	nigrifaciens
Alteromonas	oceani
Alteromonas	pelagimontana
Alteromonas	putrefaciens
Alteromonas	rubra
Alteromonas	sediminis
Alteromonas	simiduii
Alteromonas	stellipolaris
Alteromonas	tagae
Alteromonas	tetraodonis
Alteromonas	undina
Alteromonas	vaga
Alteromonas	
Alysiella	crassa
Alysiella	filiformis
Alysiella	
Amantichitinum	ursilacus
Amantichitinum	
Amaricoccus	kaplicensis
Amaricoccus	macauensis
Amaricoccus	tamworthensis
Amaricoccus	veronensis
Amaricoccus	
Amazoninema	brasiliense
Amazoninema	
Ameyamaea	chiangmaiensis
Ameyamaea	
Aminicella	lysinilytica
Aminicella	lysinolytica
Aminicella	
Aminiphilus	circumscriptus
Aminiphilus	
Aminipila	butyrica
Aminipila	
Aminivibrio	pyruvatiphilus
Aminivibrio	
Aminobacter	aganoensis
Aminobacter	aminovorans
Aminobacter	anthyllidis
Aminobacter	ciceronei
Aminobacter	lissarensis
Aminobacter	niigataensis
Aminobacter	
Aminobacterium	colombiense
Aminobacterium	mobile
Aminobacterium	thunnarium
Aminobacterium	
Aminocella	lysinolytica
Aminocella	
Aminomonas	paucivorans
Aminomonas	
Ammonifex	degensii
Ammonifex	thiophilus
Ammonifex	
Ammoniibacillus	agariperforans
Ammoniibacillus	
Ammoniphilus	oxalaticus
Ammoniphilus	oxalivorans
Ammoniphilus	resinae
Ammoniphilus	
Amnibacterium	endophyticum
Amnibacterium	flavum
Amnibacterium	kyonggiense
Amnibacterium	soli
Amnibacterium	
Amoebobacter	pedioformis
Amoebobacter	pendens
Amoebobacter	purpureus
Amoebobacter	roseus
Amoebobacter	
Amorphosporangium	auranticolor
Amorphosporangium	globisporum
Amorphosporangium	
Amorphus	coralli
Amorphus	orientalis
Amorphus	suaedae
Amorphus	
Amphibacillus	cookii
Amphibacillus	fermentum
Amphibacillus	iburiensis
Amphibacillus	indicireducens
Amphibacillus	jilinensis
Amphibacillus	marinus
Amphibacillus	sediminis
Amphibacillus	tropicus
Amphibacillus	xylanus
Amphibacillus	
Amphiplicatus	metriothermophilus
Amphiplicatus	
Amphritea	atlantica
Amphritea	balenae
Amphritea	ceti
Amphritea	japonica
Amphritea	opalescens
Amphritea	spongicola
Amphritea	
Ampullariella	campanulata
Ampullariella	digitata
Ampullariella	lobata
Ampullariella	regularis
Ampullariella	
Ampullimonas	aquatilis
Ampullimonas	
Amycolata	alni
Amycolata	autotrophica
Amycolata	hydrocarbonoxydans
Amycolata	saturnea
Amycolata	
Amycolatopsis	acidiphila
Amycolatopsis	alba
Amycolatopsis	albidoflavus
Amycolatopsis	albispora
Amycolatopsis	antarctica
Amycolatopsis	arida
Amycolatopsis	australiensis
Amycolatopsis	azurea
Amycolatopsis	balhimycina
Amycolatopsis	bartoniae
Amycolatopsis	benzoatilytica
Amycolatopsis	bullii
Amycolatopsis	cappadoca
Amycolatopsis	cihanbeyliensis
Amycolatopsis	circi
Amycolatopsis	coloradensis
Amycolatopsis	decaplanina
Amycolatopsis	deserti
Amycolatopsis	dongchuanensis
Amycolatopsis	echigonensis
Amycolatopsis	endophytica
Amycolatopsis	equina
Amycolatopsis	eurytherma
Amycolatopsis	fastidiosa
Amycolatopsis	granulosa
Amycolatopsis	halophila
Amycolatopsis	halotolerans
Amycolatopsis	helveola
Amycolatopsis	hippodromi
Amycolatopsis	japonica
Amycolatopsis	japonicum
Amycolatopsis	jejuensis
Amycolatopsis	jiangsuensis
Amycolatopsis	kentuckyensis
Amycolatopsis	keratiniphila
Amycolatopsis	keratiniphila
Amycolatopsis	keratiniphila
Amycolatopsis	lexingtonensis
Amycolatopsis	lurida
Amycolatopsis	magusensis
Amycolatopsis	marina
Amycolatopsis	mediterranei
Amycolatopsis	methanolica
Amycolatopsis	minnesotensis
Amycolatopsis	nigrescens
Amycolatopsis	niigatensis
Amycolatopsis	oliviviridis
Amycolatopsis	orientalis
Amycolatopsis	orientalis
Amycolatopsis	orientalis
Amycolatopsis	palatopharyngis
Amycolatopsis	panacis
Amycolatopsis	pigmentata
Amycolatopsis	plumensis
Amycolatopsis	pretoriensis
Amycolatopsis	regifaucium
Amycolatopsis	rhabdoformis
Amycolatopsis	rhizosphaerae
Amycolatopsis	rifamycinica
Amycolatopsis	roodepoortensis
Amycolatopsis	ruanii
Amycolatopsis	rubida
Amycolatopsis	rugosa
Amycolatopsis	saalfeldensis
Amycolatopsis	sacchari
Amycolatopsis	salitolerans
Amycolatopsis	samaneae
Amycolatopsis	silviterrae
Amycolatopsis	speibonae
Amycolatopsis	stemonae
Amycolatopsis	sulphurea
Amycolatopsis	taiwanensis
Amycolatopsis	thailandensis
Amycolatopsis	thermalba
Amycolatopsis	thermoflava
Amycolatopsis	thermophila
Amycolatopsis	tolypomycina
Amycolatopsis	tucumanensis
Amycolatopsis	ultiminotia
Amycolatopsis	umgeniensis
Amycolatopsis	vancoresmycina
Amycolatopsis	vastitatis
Amycolatopsis	viridis
Amycolatopsis	xylanica
Amycolatopsis	
Amycolicicoccus	subflavus
Amycolicicoccus	
Amylibacter	cionae
Amylibacter	kogurei
Amylibacter	lutimaris
Amylibacter	marinus
Amylibacter	ulvae
Amylibacter	
Anaeroarcus	burkinensis
Anaeroarcus	
Anaerobacillus	alkalidiazotrophicus
Anaerobacillus	alkalilacustre
Anaerobacillus	alkalilacustris
Anaerobacillus	alkaliphilus
Anaerobacillus	arseniciselenatis
Anaerobacillus	
Anaerobacter	polyendosporus
Anaerobacter	
Anaerobacterium	chartisolvens
Anaerobacterium	
Anaerobaculum	hydrogeniformans
Anaerobaculum	mobile
Anaerobaculum	thermoterrenum
Anaerobaculum	
Anaerobiospirillum	succiniciproducens
Anaerobiospirillum	thomasii
Anaerobiospirillum	
Anaerobium	acetethylicum
Anaerobium	
Anaerobranca	californiensis
Anaerobranca	gottschalkii
Anaerobranca	horikoshii
Anaerobranca	zavarzinii
Anaerobranca	
Anaerobutyricum	hallii
Anaerobutyricum	soehngenii
Anaerobutyricum	
Anaerocella	delicata
Anaerocella	
Anaerococcus	degeneri
Anaerococcus	degenerii
Anaerococcus	hydrogenalis
Anaerococcus	lactolyticus
Anaerococcus	murdochii
Anaerococcus	nagyae
Anaerococcus	octavius
Anaerococcus	pacaensis
Anaerococcus	prevotii
Anaerococcus	provencensis
Anaerococcus	provenciensis
Anaerococcus	rubeinfantis
Anaerococcus	rubiinfantis
Anaerococcus	senegalensis
Anaerococcus	tetradius
Anaerococcus	vaginalis
Anaerococcus	
Anaerocolumna	aminovalerica
Anaerocolumna	cellulosilytica
Anaerocolumna	jejuensis
Anaerocolumna	xylanovorans
Anaerocolumna	
Anaerofilum	agile
Anaerofilum	pentosovorans
Anaerofilum	
Anaerofustis	stercorihominis
Anaerofustis	
Anaeroglobus	geminatus
Anaeroglobus	
Anaerolinea	thermolimosa
Anaerolinea	thermophila
Anaerolinea	
Anaeromicrobium	sediminis
Anaeromicrobium	
Anaeromusa	acidaminophila
Anaeromusa	
Anaeromyxobacter	dehalogenans
Anaeromyxobacter	
Anaerophaga	thermohalophila
Anaerophaga	
Anaeroplasma	abactoclasticum
Anaeroplasma	bactoclasticum
Anaeroplasma	intermedium
Anaeroplasma	varium
Anaeroplasma	
Anaerorhabdus	furcosa
Anaerorhabdus	furcosus
Anaerorhabdus	
Anaerosacchariphilus	polymeriproducens
Anaerosacchariphilus	
Anaerosalibacter	bizertensis
Anaerosalibacter	massiliensis
Anaerosalibacter	
Anaerosinus	glycerini
Anaerosinus	
Anaerosolibacter	carboniphilus
Anaerosolibacter	
Anaerosphaera	aminiphila
Anaerosphaera	
Anaerospora	hongkongensis
Anaerospora	
Anaerosporobacter	mobilis
Anaerosporobacter	
Anaerosporomusa	subterranea
Anaerosporomusa	
Anaerostipes	butyraticus
Anaerostipes	caccae
Anaerostipes	hadrus
Anaerostipes	rhamnosivorans
Anaerostipes	
Anaerotaenia	torta
Anaerotaenia	
Anaerotignum	aminivorans
Anaerotignum	lactatifermentans
Anaerotignum	neopropionicum
Anaerotignum	propionicum
Anaerotignum	
Anaerotruncus	colihominis
Anaerotruncus	
Anaerovibrio	burkinabensis
Anaerovibrio	glycerini
Anaerovibrio	lipolytica
Anaerovibrio	lipolyticus
Anaerovibrio	
Anaerovirgula	multivorans
Anaerovirgula	
Anaerovorax	odorimutans
Anaerovorax	
Anaplasma	bovis
Anaplasma	caudatum
Anaplasma	centrale
Anaplasma	marginale
Anaplasma	ovis
Anaplasma	phagocytophilum
Anaplasma	platys
Anaplasma	
Ancalochloris	perfilievii
Ancalochloris	
Ancalomicrobium	adetum
Ancalomicrobium	
Ancylobacter	aquaticus
Ancylobacter	defluvii
Ancylobacter	dichloromethanicus
Ancylobacter	oerskovii
Ancylobacter	polymorphus
Ancylobacter	pratisalsi
Ancylobacter	rudongensis
Ancylobacter	sonchi
Ancylobacter	vacuolatus
Ancylobacter	
Ancylomarina	subtilis
Ancylomarina	
Ancylothrix	rivularis
Ancylothrix	terrestris
Ancylothrix	
Anderseniella	baltica
Anderseniella	
Anditalea	
Andreesenia	angusta
Andreesenia	
Andreprevotia	chitinilytica
Andreprevotia	lacus
Andreprevotia	
Aneurinibacillus	aneurinilyticus
Aneurinibacillus	danicus
Aneurinibacillus	migulanus
Aneurinibacillus	sediminis
Aneurinibacillus	soli
Aneurinibacillus	terranovensis
Aneurinibacillus	thermoaerophilus
Aneurinibacillus	tyrosinisolvens
Aneurinibacillus	
Angiococcus	disciformis
Angiococcus	
Angulomicrobium	amanitiforme
Angulomicrobium	tetraedrale
Angulomicrobium	
Angustibacter	aerolatus
Angustibacter	luteus
Angustibacter	peucedani
Angustibacter	speluncae
Angustibacter	
Annwoodia	aquaesulis
Annwoodia	
Anoxybacillus	amylolyticus
Anoxybacillus	ayderensis
Anoxybacillus	bogrovensis
Anoxybacillus	caldiproteolyticus
Anoxybacillus	calidus
Anoxybacillus	contaminans
Anoxybacillus	eryuanensis
Anoxybacillus	flavithermus
Anoxybacillus	flavithermus
Anoxybacillus	flavithermus
Anoxybacillus	geothermalis
Anoxybacillus	gonensis
Anoxybacillus	kamchatkensis
Anoxybacillus	kaynarcensis
Anoxybacillus	kestanbolensis
Anoxybacillus	mongoliensis
Anoxybacillus	rupiensis
Anoxybacillus	salavatliensis
Anoxybacillus	sediminis
Anoxybacillus	tengchongensis
Anoxybacillus	tepidamans
Anoxybacillus	thermarum
Anoxybacillus	vitaminiphilus
Anoxybacillus	voinovskiensis
Anoxybacillus	
Anoxybacter	fermentans
Anoxybacter	
Anoxynatronum	buryatiense
Anoxynatronum	sibiricum
Anoxynatronum	
Anseongella	ginsenosidimutans
Anseongella	
Antarcticibacterium	flavum
Antarcticibacterium	
Antarcticimonas	flava
Antarcticimonas	
Antarctobacter	heliothermus
Antarctobacter	
Antricoccus	suffuscus
Antricoccus	
Apibacter	adventoris
Apibacter	mensalis
Apibacter	
Aquabacter	spiritensis
Aquabacter	
Aquabacterium	citratiphilum
Aquabacterium	commune
Aquabacterium	fontiphilum
Aquabacterium	limnoticum
Aquabacterium	olei
Aquabacterium	parvum
Aquabacterium	tepidiphilum
Aquabacterium	
Aquamicrobium	aerolatum
Aquamicrobium	aestuarii
Aquamicrobium	ahrensii
Aquamicrobium	defluvii
Aquamicrobium	lusatiense
Aquamicrobium	segne
Aquamicrobium	soli
Aquamicrobium	terrae
Aquamicrobium	
Aquaspirillum	anulus
Aquaspirillum	aquaticum
Aquaspirillum	arcticum
Aquaspirillum	autotrophicum
Aquaspirillum	bengal
Aquaspirillum	delicatum
Aquaspirillum	dispar
Aquaspirillum	fasciculus
Aquaspirillum	giesbergeri
Aquaspirillum	gracile
Aquaspirillum	itersonii
Aquaspirillum	itersonii
Aquaspirillum	itersonii
Aquaspirillum	magnetotacticum
Aquaspirillum	metamorphum
Aquaspirillum	peregrinum
Aquaspirillum	peregrinum
Aquaspirillum	peregrinum
Aquaspirillum	polymorphum
Aquaspirillum	psychrophilum
Aquaspirillum	putridiconchylium
Aquaspirillum	serpens
Aquaspirillum	sinuosum
Aquaspirillum	soli
Aquaspirillum	
Aquaticitalea	lipolytica
Aquaticitalea	
Aquibacillus	albus
Aquibacillus	halophilus
Aquibacillus	koreensis
Aquibacillus	salifodinae
Aquibacillus	
Aquibacter	zeaxanthinifaciens
Aquibacter	
Aquicella	lusitana
Aquicella	siphonis
Aquicella	
Aquicoccus	porphyridii
Aquicoccus	
Aquidulcibacter	paucihalophilus
Aquidulcibacter	
Aquifex	pyrophilus
Aquifex	
Aquiflexum	aquatile
Aquiflexum	balticum
Aquiflexum	
Aquihabitans	daechungensis
Aquihabitans	
Aquimarina	addita
Aquimarina	agarilytica
Aquimarina	agarivorans
Aquimarina	aggregata
Aquimarina	algiphila
Aquimarina	amphilecti
Aquimarina	atlantica
Aquimarina	brevivitae
Aquimarina	celericrescens
Aquimarina	gracilis
Aquimarina	hainanensis
Aquimarina	intermedia
Aquimarina	latercula
Aquimarina	longa
Aquimarina	macrocephali
Aquimarina	megaterium
Aquimarina	muelleri
Aquimarina	mytili
Aquimarina	pacifica
Aquimarina	penaei
Aquimarina	rubra
Aquimarina	salinaria
Aquimarina	seongsanensis
Aquimarina	spongiae
Aquimarina	spongiicola
Aquimarina	versatilis
Aquimarina	
Aquimixticola	soesokkakensis
Aquimixticola	
Aquimonas	voraii
Aquimonas	
Aquincola	amnicola
Aquincola	tertiaricarbonis
Aquincola	
Aquipuribacter	hungaricus
Aquipuribacter	nitratireducens
Aquipuribacter	
Aquisalibacillus	elongatus
Aquisalibacillus	
Aquisalimonas	asiatica
Aquisalimonas	halophila
Aquisalimonas	lutea
Aquisalimonas	
Aquisalinus	flavus
Aquisalinus	
Aquisphaera	giovannonii
Aquisphaera	
Aquitalea	denitrificans
Aquitalea	magnusonii
Aquitalea	pelogenes
Aquitalea	
Arachidicoccus	ginsenosidivorans
Arachidicoccus	rhizosphaerae
Arachidicoccus	
Arachnia	propionica
Arachnia	
Arboricoccus	pini
Arboricoccus	
Arboriscoccus	pini
Arboriscoccus	
Arcanobacterium	abortisuis
